"","beg","end","IBI","len","durn","mean.isis","SI"
"123",3960,3965,0.0189999999999984,6,0.00319999999999965,0.000533333333333275,1
"124",3966,4018,0.395900000000001,53,0.0285000000000011,0.000537735849056624,1
"125",4019,4049,0.411899999999999,31,0.0158999999999985,0.000512903225806402,1
"126",4050,4080,0.5031,31,0.0179000000000009,0.000577419354838739,1
"127",4081,4111,0.0396000000000001,31,0.0275999999999996,0.000890322580645149,1
"128",4112,4138,0.2788,27,0.0218999999999987,0.000811111111111063,1
"129",4139,4173,0.355700000000002,35,0.0159999999999982,0.000457142857142807,1
"130",4174,4248,1.0394,75,0.0485000000000007,0.000646666666666675,1
"131",4249,4270,0.130099999999999,22,0.025500000000001,0.00115909090909095,1
"132",4271,4289,0.158899999999999,19,0.0251000000000019,0.00132105263157905,1
"133",4290,4333,0.1767,44,0.0229999999999961,0.000522727272727185,1
"134",4334,4357,0.2121,24,0.0196000000000041,0.000816666666666836,1
"135",4358,4378,0.210699999999996,21,0.017000000000003,0.000809523809523953,1
"136",4379,4407,0.271000000000001,29,0.0187999999999988,0.000648275862068925,1
"137",4409,4440,0.0861999999999981,32,0.0236000000000018,0.000737500000000058,1
"138",4441,4502,0.367699999999999,62,0.0264999999999986,0.000427419354838688,1
"139",4503,4535,0.220000000000006,33,0.0160999999999945,0.00048787878787862,1
"140",4536,4564,0.279600000000002,29,0.0204000000000022,0.000703448275862145,1
"141",4565,4598,0.283000000000001,34,0.0264999999999986,0.000779411764705842,1
"142",4599,4618,0.133899999999997,20,0.0204000000000022,0.00102000000000011,1
"143",4619,4644,0.268000000000001,26,0.0225000000000009,0.000865384615384648,1
"144",4645,4673,0.100200000000001,29,0.0252999999999943,0.000872413793103253,1
"145",4674,4689,0.1267,16,0.015500000000003,0.000968750000000185,1
"146",4690,4723,0.3095,34,0.0215000000000032,0.000632352941176564,1
"147",4724,4797,0.317399999999999,74,0.0522999999999954,0.000706756756756694,1
"148",4798,4821,0.228200000000001,24,0.0213000000000036,0.000887500000000152,1
"149",4822,4879,0.520899999999997,58,0.0375000000000014,0.000646551724137956,1
"150",4880,4883,0.0315999999999974,4,0.00209999999999866,0.000524999999999665,1
"151",4884,4921,0.3337,38,0.0222000000000051,0.000584210526315924,1
"152",4922,4942,0.196899999999999,21,0.0143999999999949,0.000685714285714041,1
"153",4943,4978,0.307200000000002,36,0.0249000000000024,0.000691666666666732,1
"154",4979,5000,0.258499999999998,22,0.0170999999999992,0.000777272727272692,1
"155",5001,5027,0.189100000000003,27,0.0238999999999976,0.000885185185185096,1
"156",5028,5110,0.481700000000004,83,0.0680999999999941,0.000820481927710772,1
"157",5111,5137,0.197200000000002,27,0.0228000000000037,0.000844444444444582,1
"158",5138,5173,0.171199999999999,36,0.0467000000000013,0.00129722222222226,1
"159",5174,5200,0.2654,27,0.0197000000000003,0.00072962962962964,1
"160",5201,5236,0.319299999999998,36,0.0234999999999985,0.000652777777777737,1
"161",5239,5254,0.141300000000001,16,0.0169999999999959,0.00106249999999974,1
"162",5255,5286,0.779700000000005,32,0.0175999999999945,0.000549999999999828,1
"163",5287,5320,0.0513000000000048,34,0.0250999999999948,0.000738235294117494,1
"164",5321,5337,0.227600000000002,17,0.0198000000000036,0.00116470588235315,1
"165",5338,5367,0.0593999999999966,30,0.0238000000000014,0.000793333333333379,1
"166",5368,5390,0.0842999999999989,23,0.0243000000000038,0.0010565217391306,1
"167",5391,5416,0.1053,26,0.0250999999999948,0.000965384615384415,1
"168",5417,5447,0.383099999999999,31,0.0198999999999998,0.000641935483870961,1
"169",5448,5472,0.277900000000002,25,0.0228000000000037,0.000912000000000148,1
"170",5473,5492,0.0967999999999947,20,0.0230000000000032,0.00115000000000016,1
"171",5493,5581,0.399999999999999,89,0.0555999999999983,0.000624719101123577,1
"172",5582,5611,0.0680000000000049,30,0.0531999999999968,0.00177333333333323,1
"173",5612,5648,0.1492,37,0.0330999999999975,0.000894594594594526,1
"174",5649,5652,0.0631000000000057,4,0.00669999999999504,0.00167499999999876,1
"175",5653,5695,0.253599999999999,43,0.0248000000000062,0.000576744186046655,1
"176",5696,5728,0.113,33,0.0384999999999991,0.00116666666666664,1
"177",5729,5754,0.153399999999998,26,0.0260999999999996,0.00100384615384614,1
"178",5755,5764,0.0891999999999982,10,0.0213000000000036,0.00213000000000037,1
"179",5765,5787,0.305,23,0.0163000000000011,0.000708695652173961,1
"180",5788,5803,0.194899999999997,16,0.024799999999999,0.00154999999999994,1
"181",5805,5825,0.181600000000003,21,0.019599999999997,0.000933333333333188,1
"182",5826,5841,0.0788000000000011,16,0.0262999999999991,0.00164374999999994,1
"183",5842,5865,0.312000000000005,24,0.0186999999999955,0.000779166666666479,1
"184",5866,5888,0.104600000000005,23,0.0400999999999954,0.00174347826086936,1
"185",5890,5907,0.312000000000005,18,0.0111999999999952,0.000622222222221956,1
"186",5908,5993,0.436700000000002,86,0.0630000000000024,0.000732558139534912,1
"187",5994,6017,0.0461999999999989,24,0.0510999999999981,0.00212916666666659,1
"188",6018,6034,0.116700000000002,17,0.0420999999999978,0.00247647058823517,1
"189",6035,6061,0.394500000000001,27,0.0251999999999981,0.000933333333333263,1
"190",6062,6091,0.267800000000001,30,0.0331000000000046,0.00110333333333349,1
"191",6092,6103,0.0963999999999956,12,0.0165000000000006,0.00137500000000005,1
"192",6104,6141,0.0842999999999989,38,0.029200000000003,0.000768421052631658,1
"193",6143,6168,0.164999999999999,26,0.030699999999996,0.00118076923076908,1
"194",6170,6187,0.130400000000002,18,0.0204999999999984,0.0011388888888888,1
"195",6188,6210,0.111000000000004,23,0.0469000000000008,0.00203913043478264,1
"196",6211,6230,0.144500000000001,20,0.0222999999999942,0.00111499999999971,1
"197",6231,6249,0.0531000000000006,19,0.0467000000000013,0.00245789473684217,1
"198",6250,6268,0.0516000000000005,19,0.0161000000000016,0.000847368421052714,1
"199",6269,6287,0.298299999999998,19,0.0163000000000011,0.000857894736842163,1
"200",6288,6306,0.0210000000000008,19,0.0191999999999979,0.00101052631578936,1
"201",6307,6322,0.274700000000003,16,0.0122,0.000762499999999999,1
"202",6323,6325,0.0290999999999997,3,0.00789999999999935,0.00263333333333312,1
"203",6326,6397,0.314999999999998,72,0.0395000000000039,0.000548611111111165,1
"204",6400,6427,0.232500000000002,28,0.0233999999999952,0.000835714285714114,1
"205",6428,6463,0.847500000000004,36,0.0217999999999989,0.000605555555555526,1
"206",6464,6539,1.0138,76,0.0388000000000019,0.000510526315789499,1
"207",6540,6553,0.183300000000003,14,0.0159999999999982,0.00114285714285702,1
"208",6554,6627,0.298900000000003,74,0.0446999999999989,0.000604054054054039,1
"209",6628,6698,0.3215,71,0.0364999999999966,0.000514084507042206,1
"210",6699,6713,0.0840000000000032,15,0.0128999999999948,0.000859999999999654,1
"211",6714,6760,0.239700000000006,47,0.0344999999999942,0.000734042553191366,1
"212",6761,6828,0.397500000000001,68,0.0421000000000049,0.000619117647058896,1
"213",6829,6833,0.0220999999999947,5,0.00550000000000495,0.00110000000000099,1
"214",6834,6855,0.119399999999999,22,0.0156999999999954,0.000713636363636154,1
"215",6856,6879,0.109100000000005,24,0.0217999999999989,0.000908333333333289,1
"216",6880,6905,0.0756999999999977,26,0.0307999999999993,0.00118461538461536,1
"217",6906,6920,0.116399999999999,15,0.0198000000000036,0.00132000000000024,1
"218",6922,7005,0.257100000000001,84,0.0482999999999976,0.000574999999999971,1
"219",7006,7015,0.0782000000000025,10,0.011099999999999,0.0011099999999999,1
"220",7016,7057,0.465800000000002,42,0.0305999999999997,0.000728571428571422,1
"221",7058,7117,0.528300000000002,60,0.0301999999999936,0.000503333333333226,1
"222",7118,7138,0.373800000000003,21,0.015900000000002,0.000757142857142954,1
"223",7139,7217,0.200299999999999,79,0.0538999999999987,0.000682278481012642,1
"224",7218,7224,0.0227000000000004,7,0.00260000000000105,0.000371428571428721,1
"225",7225,7253,0.517299999999999,29,0.0172999999999988,0.000596551724137888,1
"226",7254,7278,0.509100000000004,25,0.0167000000000002,0.000668000000000006,1
"227",7279,7301,0.0439000000000007,23,0.0144999999999982,0.000630434782608617,1
"228",7302,7321,0.174599999999998,20,0.0230000000000032,0.00115000000000016,1
"229",7322,7380,0.574099999999994,59,0.0328000000000017,0.00055593220338986,1
"230",7381,7386,0.111000000000004,6,0.0123999999999995,0.00206666666666659,1
"231",7387,7413,0.0435999999999979,27,0.0347000000000008,0.00128518518518522,1
"232",7414,7435,0.291600000000003,22,0.0174999999999983,0.000795454545454468,1
"233",7436,7468,0.0831999999999979,33,0.0433000000000021,0.00131212121212128,1
"234",7469,7496,0.379100000000001,28,0.0122,0.000435714285714285,1
"235",7497,7534,0.060299999999998,38,0.0249000000000024,0.000655263157894799,1
"236",7535,7564,0.0610999999999962,30,0.0381,0.00127,1
